s.n.,name_of_province,district_name_english,district_name_nepali,palika_name_english,palika_name_nepali,palika_type,total_wards,municipal_center_english,municipal_center_nepali,municipal_center_sec_source,total_palikas,website,email,area_sq_km,total_population,total_male,total_female,total_households,long,lat,remarks
103,1,SUNSARI,सुनसरी,Baraha Chetra Municipality,बराहक्षेत्र नगरपालिका,Nagarpalika,11,Mahendranagar\Chakraghati,महेन्द्राणागर /चक्रघाति,Chakraghatti,1,http://www.barahamun.gov.np/,,222,77407,35561,41846,17552,87.13501,26.748305,
104,1,SUNSARI,सुनसरी,Barju Gaunpalika,बर्जु गाउँपालिका,Gaunpalika,6,Amahibela,आमाहिबेला,Amahibelaha,2,http://www.barjumun.gov.np/,barjugaupalika@gmail.com,69.43,31699,15970,15729,6253,87.1894,26.45701,
105,1,SUNSARI,सुनसरी,Bhokraha Narasinha Gaunpalika,भोक्राहा गाउँपालिका,Gaunpalika,8,Bhokraha,भोक्रह,Bhokraha,3,http://www.bhokrahamun.gov.np,bhokrahanarsingh.gapa@gmail.com,63.37,40509,19854,20655,6798,87.105571,26.601396,
106,1,SUNSARI,सुनसरी,Dewangunj Gaunpalika,देवानगन्ज गाउँपालिका,Gaunpalika,7,Dewangunj,डेवङुन्ज्,Dewangan,4,http://www.dewanganjmun.gov.np/,dewanganjmun@gmail.com,53.56,34552,17619,16933,6361,87.1356509,26.4593507,
107,1,SUNSARI,सुनसरी,Dharan Sub-Metropolitian City,धरान उपमहानगरपालिका,Upamahanagarpalika,20,Dharan,ढरान,Dharan,5,http://www.dharan.gov.np/,,193,137705,64671,73034,32693,87.2828314,26.8166476,
108,1,SUNSARI,सुनसरी,Duhabi Municipality,दुहबी नगरपालिका,Nagarpalika,12,Duhabi,डुहबि,Duhabi,6,http://www.duhabimun.gov.np/,,67.76,56216,28107,28109,11893,87.2784901,26.5684984,
109,1,SUNSARI,सुनसरी,Gadhi Gaunpalika,गढी गाउँपालिका,Gaunpalika,6,Aaurbani,और्बनि,Aurabani,7,http://www.gadhimun.gov.np/,,67.07,34852,16931,17921,7039,87.22368,26.583084,
110,1,SUNSARI,सुनसरी,Harinagar Gaunpalika,हरिनगरा गाउँपालिका,Gaunpalika,7,Harinagara,हरीनागर,Harinagara,8,http://www.harinagaramun.gov.np/,ito.harinagaramun@gmail.com,52.3,40846,20139,20707,6842,87.12263,26.503431,
111,1,SUNSARI,सुनसरी,Inaruwa Municipality,इनरुवा नगरपालिका,Nagarpalika,10,Inaruwa,इनरुव,Inaruwa,9,http://www.ilammun.gov.np/,,77.92,63593,31195,32398,13020,87.14953,26.600706,
112,1,SUNSARI,सुनसरी,Itahari Sub-Metropolitian City,ईटहरी उपमहानगरपालिका,Upamahanagarpalika,20,Itahari,इटहरी,Itahari,10,http://www.itaharimun.gov.np/,,93.78,140517,66566,73951,33794,87.27703,26.66351,
113,1,SUNSARI,सुनसरी,Koshi Gaunpalika,कोशी गाउँपालिका,Gaunpalika,8,Laukahi,लौकहि,Laukahi,11,http://www.koshimun.gov.np/,koshigaupalika@gmail.com,75.98,43626,21954,21672,8543,87.06407,26.5983,
114,1,SUNSARI,सुनसरी,Ramdhuni Municipality,रामधुनी नगरपालिका,Nagarpalika,9,Ramdhuni,रामधुनि,Jhumka,12,http://www.ramdhunimun.gov.np/,,91.69,51722,23984,27738,11491,87.2086,26.6731,
115,1,TAPLEJUNG,ताप्लेजुङ,Fungling Gaunpalika,फुङलिङ्ग नगरपालिका,Nagarpalika,11,Taplejung,ताप्लेजुङ,Phungling,6,http://www.phunglingmun.gov.np/,,126,26406,12465,13941,5986,87.67198,27.35843,
116,1,TAPLEJUNG,ताप्लेजुङ,Maiwakhola Gaunpalika,मैवाखोला गाउँपालिका,Gaunpalika,6,Sanghu,सङ्घु,Sanghu,2,http://www.maiwakholamun.gov.np/,io.maiwakholamun@gmail.com,138,11037,5194,5843,2194,87.53482,27.35108,
117,1,TAPLEJUNG,ताप्लेजुङ,Merinden Gaunpalika,मेरिङ्गदेन गाउँपालिका,Gaunpalika,6,Santhakra,सन्थक्र,Sulumphi Danda Maikhu,3,http://www.meringdenmun.gov.np/,meringden@gmail.com,210,12548,5809,6739,2578,87.60486,27.4619,
118,1,TAPLEJUNG,ताप्लेजुङ,Pathivara yangwarak Gaunpalika,पाथिभरा याङ्वराक गाउँपालिका,Gaunpalika,6,Thechambu,ठेचम्बु,Thechambu,9,http://www.yangwarakmuntaplejung.gov.np/,pathivarayang@gmail.com,92.76,13591,6295,7296,2834,87.74411,27.29995,
119,1,TAPLEJUNG,ताप्लेजुङ,Phaktanlung Gaunpalika,फक्ताङ्लुङ्ग गाउँपालिका,Gaunpalika,7,Tapethok,टेपथोक्,Tapethok,5,http://www.phaktanglungmun.gov.np/,phaktanglungmun@gmail.com,1860,12234,5979,6255,2525,87.71702,27.44491,
120,1,TAPLEJUNG,ताप्लेजुङ,Sidingba Gaunpalika,सिदिङ्गवा गाउँपालिका,Gaunpalika,7,Sablakhu,सब्लाखहु,Sablakhu Bhanjyang,7,http://www.sidingbamun.gov.np/,ito.sidingba@gmail.com,206,9966,4780,5186,2370,87.8680378,27.3096366,
121,1,TAPLEJUNG,ताप्लेजुङ,Sirijanga Gaunpalika,सिरीजङ्गा गाउंपालिका,Gaunpalika,8,Tellok,टेल्लोक्,Tellok,8,http://www.sirijanghamun.gov.np/,sirijangharuralmunicipality@gmail.com,481,16037,7601,8436,3227,87.88718,27.38538,
122,1,TAPLEJUNG,ताप्लेजुङ,Aatharai Tribeni Gaunpalika,आठराई त्रिवेणी गाउँपालिका,Gaunpalika,5,Hangpang,हङ्पङ्,Hangpang,1,http://www.aathraitribenimun.gov.np/,aathrai.tribenimun@gmail.com,88.83,13784,6414,7370,2888,87.61781,27.323394,
123,1,TAPLEJUNG,ताप्लेजुङ,Mikhwakhola Gaunpalika,मिक्वाखोला गाउँपालिका,Gaunpalika,5,Sanwa,सन्वा,Sanwa,4,http://www.mikwakholamun.gov.np/,mikwakhola.rm@gmail.com,443,9160,4313,4847,1869,87.62462,27.47937,
124,1,TERHATHUM,तेह्रथुम,Aatharai Gaunpalika,आठराई गाउँपालिका,Gaunpalika,7,Sankranti-Bazaar,सन्क्रान्ती-बजार्,Sankranti Bazar,1,http://www.aathraimun.gov.np/,aathraigaupalika1@gmail.com,167,21747,10132,11615,4578,87.65169,27.220782,
125,1,TERHATHUM,तेह्रथुम,Chhathar Gaunpalika,छथर गाउँपालिका,Gaunpalika,6,Hamarjung,हमार्गन्ज्,Shukrabare Bazar,2,http://www.chhatharmun.gov.np/,"chhathargaunpalika@gmail.com, 
 ito.chhatharmun@gmail.com",134,16715,7679,9036,3636,87.45041,27.05894,
126,1,TERHATHUM,तेह्रथुम,Laligurans Municipality,लालीगुराँस नगरपालिका,Nagarpalika,9,Laligurans,लालिगुरन्स्,Basantaput Bazar,3,http://www.laliguransmun.gov.np/,,90.27,16934,7728,9206,3677,87.40772,27.13218,
127,1,TERHATHUM,तेह्रथुम,Menchhayayem Gaunpalika,मेन्छयायेम गाउँपालिका,Gaunpalika,6,Morahang,मोरहङ्,Morahang,4,http://www.menchhayayemmun.gov.np/,menchhayayemruralmun73@gmail.com,70.09,8078,3683,4395,1794,87.51895,27.214133,
128,1,TERHATHUM,तेह्रथुम,Myanglung Municipality,म्याङ्गलुङ्ग नगरपालिका,Nagarpalika,10,Myanglung,म्याङ्लुङ,Myanglung,5,http://www.myanglungmun.gov.np/,,100,19659,9109,10550,4595,87.53647,27.11974,
129,1,TERHATHUM,तेह्रथुम,Phedap Gaunpalika,फेदाप गाउँपालिका,Gaunpalika,5,Simle,सिम्ले,Simle,6,http://www.phedapmun.gov.np/,vcp.phedapruralmun@gmail.com,111,17700,8121,9579,3804,87.59474,27.14921,
130,1,UDAYAPUR,उदयपुर,Belaka Municipality,बेलका नगरपालिका,Nagarpalika,9,Rampur Thoksila,रमपुर ठोकसिला,Rampur Thoksila,1,http://www.belakamun.gov.np/,,339,42386,19605,22781,8930,87.0528439,26.816518,
131,1,UDAYAPUR,उदयपुर,Chaudandigadhi Municipality,चौदण्डीगढी नगरपालिका,Nagarpalika,10,Beltar Bashaha,बेल्तर बशाहअ,Beltar,2,http://www.chaudandigadhimun.gov.np/,,284,48574,22082,26492,10519,86.88223,26.81086,
132,1,UDAYAPUR,उदयपुर,Katari Municipality,कटारी नगरपालिका,Nagarpalika,14,Katari,कतारि,Katari,3,http://www.kataarimun.gov.np/,,425,55263,26190,29073,11717,86.37122,26.96128,
133,1,UDAYAPUR,उदयपुर,Limchubung Gaunpalika,लिम्चुङ्बुङ गाउँपालिका,Gaunpalika,5,Baraha,बाराह,Baraha,5,http://www.sunkoshimunudayapur.gov.np/,ito.limchunbunmun@gmail.com,107,11992,5662,6330,2316,86.622528,27.093772,
134,1,UDAYAPUR,उदयपुर,Rautamai Gaunpalika,रौतामाई गाउँपालिका,Gaunpalika,8,Bhuttar,भुत्तर्,Bhuttar,4,http://www.rautamaimun.gov.np/,,204,23481,11179,12302,4666,86.65949,26.98968,
135,1,UDAYAPUR,उदयपुर,Tapli Gaunpalika,ताप्ली गाउँपालिका,Gaunpalika,5,Rupater,रुपतेर्,Rupatar,6,http://www.taplimun.gov.np/,ict.taplimun@gmail.com,119,14562,6929,7633,2703,86.53675,27.09168,
136,1,UDAYAPUR,उदयपुर,Triyuga Municipality,त्रियुगा नगरपालिका,Nagarpalika,16,triyuga,तृयुग,Gaighat,7,http://www.triyugamun.gov.np/,,547,87557,41221,46336,19484,86.69908,26.78981,
137,1,UDAYAPUR,उदयपुर,Udayapurgadhi Gaunpalika,उदयपुरगढी गाउँपालिका,Gaunpalika,8,Panchawati,पन्चावति,Panchawati,8,http://www.udayapurgadhimun.gov.np/,udayapurgadhirm@gmail.com,270,30731,14501,16230,6179,86.52413,26.93745,
138,2,BARA,बारा,Aadarsha Kotwal Gaunpalika,आदर्श कोटवाल गाउँपालिका,Gaunpalika,8,Mahendra Adarsha,महेन्द्र अदर्शा,Mahendra Adarsha,1,http://www.aadarshakotwalmun.gov.np/,aadarshakotwalmun@gmail.com,35.2,19543,10034,9509,3960,85.13268,26.94546,
139,2,BARA,बारा,Baragadhi Gaunpalika,बारागढी गाउँपालिका,Gaunpalika,6,Khopawa,खोपवा,Khopawa,2,http://www.baragadhimun.gov.np/,ito.baragadhimun@gmail.com,37.2,22076,11230,10846,4270,85.14144,26.99863,
140,2,BARA,बारा,Bishrampur Gaunpalika,विश्रामपुर गाउँपालिका,Gaunpalika,,Bishrampur,बिश्रम्पुर्,Bishrampur,3,http://www.bishrampurmun.gov.np/,,19.81,23785,12547,11238,3395,84.8959527,26.9892064,
141,2,BARA,बारा,Devtal Gaunpalika,देवताल गाउँपालिका,Gaunpalika,7,Pipradhi,पिप्रधी ?,Pipradhigoth,4,http://www.devtalmun.gov.np/,,23.82,15295,8090,7205,3185,85.01805,26.94642,
142,2,BARA,बारा,Jitpur Simara Sub-Metropolitian City,जीतपुर सिमरा उपमहानगरपालिका,Upamahanagarpalika,23,Gadhimai,गढीमाई,Gadhimai,5,http://www.jeetpursimaramun.gov.np/,,308,111798,55966,55832,21670,84.95603,27.12989,
143,2,BARA,बारा,Kalaiya Sub-Metropolitian City,कलैया उपमहानगरपालिका,Upamahanagarpalika,27,kalaiya,कलईया,kalaiya,6,http://www.kalaiyamun.gov.np/,,113,126047,65142,60905,18689,85.00194,27.02837,
144,2,BARA,बारा,Karaiyamai Gaunpalika,करैयामाई गाउँपालिका,Gaunpalika,8,Karaiya,करैया,Karaiya,7,http://www.karaiyamaimun.gov.np/,karaiyamai.gaupalika111@gmail.com,47.69,26487,13475,13012,4173,85.08024,27.0425,
145,2,BARA,बारा,Kolhabi Municipality,कोल्हवी नगरपालिका,Nagarpalika,11,Kolhabi,कोल्हबि,Kolhabi,8,http://www.kolhabimun.gov.np/,,159,44330,21435,22895,8111,85.17472,27.02503,
146,2,BARA,बारा,Mahagadhimai Municipality,महागढीमाई नगरपालिका,Nagarpalika,11,Bariyarpur,बारीयारपुर्,Bariyarpur,9,http://www.mahagadimaimun.gov.np/,,54.81,51967,26622,25345,7773,85.04673,26.99555,
147,2,BARA,बारा,Nijagadh Municipality,निजगढ नगरपालिका,Nagarpalika,13,Nijagadh,ण्निजगध्,Nijagadh,10,http://www.nijgadhmun.gov.np/,,289,35335,17026,18309,7162,85.18967,27.17975,
148,2,BARA,बारा,Pacharauta Municipality,पचरौता नगरपालिका,Nagarpalika,9,Benauli,बेनौलि,Benauli,11,http://www.pachrautamun.gov.np/,,45.06,29481,15172,14309,4707,85.0701,26.893595,
149,2,BARA,बारा,Parawanipur Gaunpalika,परवानीपुर गाउँपालिका,Gaunpalika,9,Lipani,लिपनी,Lipanimal,12,http://www.parwanipurmun.gov.np/,parwanipurgaupalika@gmail.com,15.48,25060,13179,11881,3166,84.9158523,27.0674894,
150,2,BARA,बारा,Pheta Gaunpalika,फेटा गाउँपालिका,Gaunpalika,8,Pheta,फेता,Pheta,13,http://www.phetamun.gov.np/,,23.65,25653,13166,12487,3585,84.94877,27.00437,
151,2,BARA,बारा,Prasauni Gaunpalika,प्रसौनी गाउँपालिका,Gaunpalika,7,Prasauni,प्रसाउनइ,Prasauni,14,http://www.prasaunimun.gov.np/,prasaunigaupalika1@gmail.com,20.24,25049,12872,12177,3626,84.9171078,27.0330194,
152,2,BARA,बारा,Simroungadh Municipality,सिम्रौनगढ नगरपालिका,Nagarpalika,11,Simroungadh,सिम्रोउङध्,Simroungadh,15,http://www.simraungadhmun.gov.np/,,41.45,43220,22273,20947,7093,85.1319442,26.8885384,
153,2,BARA,बारा,Subarna Gaunpalika,सुवर्ण गाउँपालिका,Gaunpalika,8,Kabahigoth,कबहिगोथ्,Kabahigoth,16,http://www.suwarnamun.gov.np/,suwarnamun@gmail.com,36.84,29537,15280,14257,4035,85.02913,26.91064,
154,2,DHANUSHA,धनुषा,Aurahi Gaunpalika,औरही गाउँपालिका,Gaunpalika,8,Deuri,डेउरी,Deuri Parbaha,1,http://www.aurahimunsiraha.gov.np/,,25.56,22578,11331,11247,4003,86.0344653,26.7093204,
155,2,DHANUSHA,धनुषा,Bateshwor Gaunpalika,बटेश्वर गाउँपालिका,Gaunpalika,5,Bateshwor,बतेश्वोर्,Bateshwor,2,http://www.bateshwormun.gov.np/,bateshwormun@gmail.com,31.66,21530,11149,10381,3671,85.9239,26.87863,
156,2,DHANUSHA,धनुषा,Bideha Municipality,बिदेह नगरपालिका,Nagarpalika,10,Gidhha,गिधा,Gidhha,3,http://www.bidehamun.gov.np/,,45.51,32266,16013,16253,5817,86.066703,26.690254,
157,2,DHANUSHA,धनुषा,Chhireshwornath Municipality,क्षिरेश्वरनाथ नगरपालिका,Nagarpalika,11,Chhireshwornath,छिरेश्वोर्नाथ,Chhireshwornath,4,http://www.kshireshwornathmun.gov.np/,,50.85,41793,21141,20652,7775,85.96333,26.86273,
158,2,DHANUSHA,धनुषा,Dhanauji Gaunpalika,धनौजी गाउँपालिका,Gaunpalika,,Dhanauji,ढनौजि,Dhanauji,5,http://www.dhanaujimun.gov.np/,dhanaujimun@gmail.com,22.13,21395,10894,10501,3717,85.98486,26.66603,
159,2,DHANUSHA,धनुषा,Dhanushadham Municipality,धनुषाधाम नगरपालिका,Nagarpalika,9,Dhanushadham,ढनुशधम्,Dhanushadham,6,http://www.dhanushadhammun.gov.np/,,91.64,45585,22082,23503,8715,86.0579507,26.8307267,
160,2,DHANUSHA,धनुषा,Ganeshman Charnath Municipality,गणेशमान चारनाथ नगरपालिका,Nagarpalika,11,Birendra Bazar,बिरेन्द्र बजार,Birendra Bazar,7,http://www.ganeshmancharnathmun.gov.np/,,265,37007,17944,19063,7037,86.079353,26.8948563,
161,2,DHANUSHA,धनुषा,Hansapur Municipality,हंसपुर नगरपालिका,Nagarpalika,8,Bagchaura,बग्चौरा,Bagchaura,8,http://www.hansapurmun.gov.np/,,48.71,38216,18402,19814,6912,85.996182,26.760008,
162,2,DHANUSHA,धनुषा,Janak Nandini Gaunpalika,जनक नन्दिनी गाउँपालिका,Gaunpalika,6,Khajurichana,खजुरिचना,Khajurichana,9,http://www.janaknandinimun.gov.np/,,27.62,25338,12309,13029,4461,86.10992,26.64748,
163,2,DHANUSHA,धनुषा,Janakpur Sub-Metropolitian City,जनकपुर उपमहानगरपालिका,Upamahanagarpalika,24,Janakpurdham,जनकपुर्धाम्,Janakpurdham,10,http://www.janakpurmun.gov.np/,,91.97,162172,84276,77896,30589,85.9317945,26.730077,
164,2,DHANUSHA,धनुषा,Kamala Municipality,कमला नगरपालिका,Nagarpalika,6,Marchai Jhitakatiya,मर्‍चाई झितकतिय,Marchai Jhitakatiya,11,http://www.kamalamun.gov.np/,,65.85,38624,18731,19893,6999,86.1260885,26.6788607,
165,2,DHANUSHA,धनुषा,Laxminiya Gaunpalika,लक्ष्मीनिया गाउँपालिका,Gaunpalika,7,Laxminiya Bazar,लक्ष्मीनिय बजार,Laxminiya Bazar,12,http://www.laxminiyamun.gov.np/,laxminiyamun@gmail.com,30.66,28251,14420,13831,4995,85.93906,26.78564,
166,2,DHANUSHA,धनुषा,Mithila Bihari Municipality,मिथिला बिहारी गाउँपालिका,Nagarpalika,10,Tarapatti sirsiya,टरपत्ती सिर्सिय,Tarapatti sirsiya,14,http://www.mithilabiharimun.gov.np/,,37.6,33556,16734,16822,6066,85.9906619,26.7840896,
167,2,DHANUSHA,धनुषा,Mithila Municipality,मिथिला नगरपालिका,Nagarpalika,10,Mithila,मिथिला,Mithila,13,http://www.mithilamun.gov.np/,,188,45164,22978,22186,8229,85.95378,26.92625,
168,2,DHANUSHA,धनुषा,Mukhiyapatti Musaharmiya Gaunpalika,मुखियापट्टी मुसहरमिया गाउँपालिका,Gaunpalika,6,Tulasiyahi Jabdi,टुलसियही जब्दि,Tulasiyahi Jabdi,15,http://www.mukhiyapattimusaharmiyamun.gov.np/,,26.84,25482,13266,12216,4130,85.86023,26.60953,
169,2,DHANUSHA,धनुषा,Nagarain Municipality,नगराइन नगरपालिका,Nagarpalika,10,Nagarain,नगरैन्,Nagarain,16,http://www.nagrainmun.gov.np/,,39,35583,17850,17733,6365,85.9287543,26.6418347,
